OBJECTID,COMMUNITY,STREET_NO_1,STREET_NO_2,STREET_NAME,NAME,HERITAGE_STATUS,DATE_HERITAGE,PART_IV,BYLAW_NO,PART_V,HCD_NAME,EASEMENT,WORK_PLAN
4815,Hamilton,101,,YORK BLVD,First Ontario Centre,Registered Non-Designated,1985,No,,No,,,No
4816,Flamborough,1659,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
4817,Hamilton,64,,CROOKS ST,,Inventoried,,No,,No,,,No
4818,Stoney Creek,23,25,LAKE AVENUE S,Church of the Redeemer,Registered Non-Designated,1877,No,,No,,,No
4819,Stoney Creek,232,,EIGHTH RD E,,Inventoried,,No,,No,,,No
4820,Hamilton,198,,BAY ST N,,Inventoried,,No,,No,,,No
4821,Glanbrook,1341,,GOLF CLUB RD,,Inventoried,,No,,No,,,No
4822,Dundas,9,,THORPE ST,,Inventoried,,No,,No,,,No
4823,Flamborough,1431,,CENTRE RD,,Inventoried,1910,No,,No,,,No
4824,Hamilton,10,,MCNEIL ST,,Inventoried,,No,,No,,,No
4825,Hamilton,101,,KING ST E,,Registered Non-Designated,1850,No,,No,,,No
4826,Hamilton,346,,JOHN ST N,,Inventoried,,No,,No,,,No
4827,Hamilton,595,,CATHARINE ST N,Navy League/Sea Corps Cadets,Inventoried,,No,,No,,,No
4828,Hamilton,157,,MAIN ST E,Northern Electric Company Limited,Inventoried,1940,No,,No,,,No
4829,Hamilton,230,,BAY ST S,,Registered Non-Designated,1885,No,,No,,,No
4830,Hamilton,211,,KING ST E,City Views,Inventoried,2001,No,,No,,,No
4831,Hamilton,157,159,KING ST E,,Registered Non-Designated,1886,No,,No,,,No
4832,Hamilton,153,,KING ST E,,Inventoried,,No,,No,,,No
4833,Dundas,26,,KING ST W,,Inventoried,,No,,No,,,No
4834,Hamilton,386,,CHARLTON AVE W,,Inventoried,1897,No,,No,,,No
4835,Hamilton,124,,JAMES ST S,,Registered Non-Designated,1872,No,,No,,,No
4836,Hamilton,25,,OXFORD ST,,Inventoried,,No,,No,,,No
4837,Hamilton,532,,HUGHSON ST N,,Inventoried,,No,,No,,,No
4838,Hamilton,227,,KING ST E,,Registered Non-Designated,1884,No,,No,,,No
4839,Hamilton,7,,TURNER AVE,,Registered Non-Designated,1905,No,,No,,,No
4840,Hamilton,241,,QUEEN ST S,,Registered Non-Designated,1922,No,,No,,,No
4841,Glanbrook,2043,,HIGHWAY 56,,Inventoried,,No,,No,,,No
4842,Hamilton,287,,MAIN ST W,,Inventoried,1834,No,,No,,,No
4843,Hamilton,43,51,KING ST E,Former Kresge Building,Registered Non-Designated,1930,No,,No,,,No
4844,Hamilton,327,,MAIN ST W,,Inventoried,1890,No,,No,,,No
4845,Hamilton,10,,MULBERRY ST,,Inventoried,,No,,No,,,No
4846,Dundas,231,,HATT ST,,Inventoried,1867,No,,No,,,No
4847,Hamilton,188,,RAY ST N,,Inventoried,,No,,No,,,No
4848,Hamilton,109,,GRANT AVE,,Inventoried,,No,,No,,,No
4849,Hamilton,156,,JAMES ST S,Stone Terrace,Designated,1854,Yes,95-116,No,,,No
4850,Hamilton,276,,WELLINGTON ST N,,Inventoried,,No,,No,,,No
4851,Hamilton,242,,HUNTER ST W,,Inventoried,,No,,No,,,No
4852,Hamilton,322,,MOUNT ALBION RD,,Inventoried,,No,,No,,,No
4853,Hamilton,211,,STINSON ST,,Inventoried,,No,,No,,,No
4854,Hamilton,199,,KING ST E,The Copp Block,Registered Non-Designated,1880,No,,No,,,Yes
4855,Hamilton,58,,BARTON ST W,,Inventoried,,No,,No,,,No
4856,Hamilton,352,,BAY ST S,,Inventoried,1994,No,,No,,,No
4857,Flamborough,3725,,GOVERNORS RD,,Inventoried,1890,No,,No,,,No
4858,Hamilton,26,,FOSTER ST,,Inventoried,1898,No,,No,,,No
4859,Hamilton,302,,BAY ST S,,Registered Non-Designated,1870,No,,No,,,No
4860,Hamilton,152,,KING ST W,Regal Hotel,Registered Non-Designated,1870,No,,No,,,No
4861,Hamilton,242,,MACNAB ST S,,Registered Non-Designated,,No,,No,,,No
4862,Hamilton,240,,MACNAB ST S,,Registered Non-Designated,1872,No,,No,,,No
4863,Hamilton,292,,HUNTER ST W,,Inventoried,1872,No,,No,,,No
4864,Flamborough,509,,HARVEST RD,,Inventoried,1846,No,,No,,,No
4865,Flamborough,2189,,2ND CON RD W,,Inventoried,,No,,No,,,No
4866,Hamilton,405,,MACNAB ST N,,Inventoried,,No,,No,,,No
4867,Hamilton,116,118,GEORGE ST,,Registered Non-Designated,1870,No,,No,,,No
4868,Hamilton,29,,WEST AVE N,,Inventoried,,No,,No,,,No
4869,Flamborough,846,,WESTOVER RD,,Inventoried,1867,No,,No,,,No
4870,Flamborough,1162,,10TH CON RD W,,Inventoried,,No,,No,,,No
4871,Hamilton,179,,HESS ST S,,Registered Non-Designated,1875,No,,No,,,No
4872,Flamborough,1286,,SAFARI RD,,Inventoried,,No,,No,,,No
4873,Flamborough,349,,CONCESSION 5 RD W,,Inventoried,,No,,No,,,No
4874,Hamilton,178,,KING ST W,Burlington Academy,Registered Non-Designated,1845,No,,No,,,No
4875,Flamborough,,,HIGHWAY 8,Former Great Western Railway Line,Inventoried,1900,No,,No,,,No
4876,Flamborough,268,,MOUNTSBERG RD,,Inventoried,1860,No,,No,,,No
4877,Hamilton,107,,ABERDEEN AVE,Haddo House,Registered Non-Designated,1908,No,,No,,,No
4878,Glanbrook,6145,,WHITE CHURCH RD,,Inventoried,1865,No,,No,,,No
4879,Hamilton,326,,CAROLINE ST S,,Registered Non-Designated,1870,No,,No,,,No
4880,Ancaster,64,,ROUSSEAUX ST,,Inventoried,,No,,No,,,No
4881,Hamilton,53,,FERRIE ST W,,Inventoried,,No,,No,,,No
4882,Stoney Creek,1014,,RIDGE RD,,Inventoried,1830,No,,No,,,No
4883,Hamilton,151,,WELLINGTON ST S,,Inventoried,,No,,No,,,No
4884,Hamilton,239,,BAY ST N,,Inventoried,,No,,No,,,No
4885,Hamilton,241,,BAY ST N,,Inventoried,,No,,No,,,No
4886,Hamilton,26,,WILSON ST,Former Stone Residential Row (20 to 28 Wilson Street),Inventoried,1850,No,,No,,,No
4887,Hamilton,105,,CANNON ST E,,Inventoried,1885,No,,No,,,No
4888,Ancaster,452,,CARLUKE RD W,,Inventoried,,No,,No,,,No
4889,Ancaster,48,,GARNER RD W,,Inventoried,1850,No,,No,,,No
4890,Hamilton,79,,MARKLAND ST,,Designated,1903,No,94-184,Yes,Durand-Markland,,No
4891,Hamilton,14,,WINDSOR ST,,Inventoried,,No,,No,,,No
4892,Hamilton,85,,VICTORIA AVE N,,Inventoried,1899,No,,No,,,No
4893,Flamborough,1165,,6TH CON RD W,,Inventoried,1866,No,,No,,,No
4894,Hamilton,71,,OXFORD ST,,Inventoried,,No,,No,,,No
4895,Hamilton,50,,BAY ST S,Bank of Montreal,Inventoried,1997,No,,No,,,No
4896,Hamilton,28,,SPRING ST,,Registered Non-Designated,1900,No,,No,,,No
4897,Glanbrook,2499,,GUYATT RD,,Inventoried,,No,,No,,,No
4898,Glanbrook,2543,,HIGHWAY 6,,Inventoried,,No,,No,,,No
4899,Ancaster,4,,GARNER RD E,,Inventoried,1850,No,,No,,,No
4900,Hamilton,1359,,MAIN ST E,,Inventoried,1950,No,,No,,,No
4901,Ancaster,426,,WILSON ST E,,Inventoried,,No,,No,,,No
4902,Hamilton,96,,GEORGE ST,,Registered Non-Designated,1870,No,,No,,,No
4903,Flamborough,373,,OLD BROCK RD,,Inventoried,,No,,No,,,No
4904,Flamborough,1353,,6TH CON RD W,Westover Women's Institute Hall,Inventoried,,No,,No,,,No
4905,Hamilton,241,,MACNAB ST N,,Inventoried,,No,,No,,,No
4906,Hamilton,160,,HESS ST S,,Registered Non-Designated,1912,No,,No,,,No
4907,Hamilton,130,,MARKET ST,,Registered Non-Designated,1883,No,,No,,,No
4908,Hamilton,130,,BAY ST S,Former St. Mark’s Anglican Church,Designated,1877,Yes,95-13,No,,,No
4909,Flamborough,161,,10TH CON RD E,,Inventoried,,No,,No,,,No
4910,Hamilton,277,,KING ST E,,Registered Non-Designated,1882,No,,No,,,No
4911,Flamborough,1748,,CENTRE RD,,Inventoried,1875,No,,No,,,No
4912,Hamilton,3,,INGLEWOOD DR,,Registered Non-Designated,1915,No,,No,,,No
4913,Hamilton,354,,MAIN ST W,,Inventoried,1890,No,,No,,,No
4914,Hamilton,352,,MAIN ST W,,Inventoried,1890,No,,No,,,No
4915,Hamilton,75,,ONTARIO AVE,,Inventoried,,No,,No,,,No
4916,Hamilton,33,,GRANT AVE,,Inventoried,,No,,No,,,No
4917,Flamborough,429,,7TH CON RD E,Blagden House / Marshall House,Inventoried,1862,No,,No,,,No
4918,Flamborough,232,,HIGHWAY 8,McKinley-McGinty Home,Designated,1848,Yes,80-119-H,No,,OHT,No
4919,Hamilton,21,,DUKE ST,,Inventoried,1963,No,,No,,,No
4920,Hamilton,159,,MARKLAND ST,,Registered Non-Designated,1895,No,,No,,,No
4921,Hamilton,160,,BOND ST S,,Inventoried,,No,,No,,,No
4922,Hamilton,97,,OXFORD ST,,Inventoried,,No,,No,,,No
4923,Hamilton,71,,WALNUT ST S,,Registered Non-Designated,1872,No,,No,,,No
4924,Flamborough,2531,,6TH CON RD W,,Inventoried,,No,,No,,,No
4925,Flamborough,2505,,6TH CON RD W,,Inventoried,,No,,No,,,No
4926,Flamborough,2187,,GOVERNORS RD,,Inventoried,1880,No,,No,,,No
4927,Hamilton,42,,HESS ST N,,Registered Non-Designated,1855,No,,No,,,No
4928,Hamilton,48,,MAGILL ST,,Inventoried,,No,,No,,,No
4929,Glanbrook,3002,,HOMESTEAD DR,,Inventoried,1920,No,,No,,,No
4930,Flamborough,2133,,CENTRE RD,Mountsberg Community Hall,Inventoried,1866,No,,No,,,No
4931,Flamborough,265,,MIDDLETOWN RD,Calvary Christian Reformed,Inventoried,1985,No,,No,,,No
4932,Ancaster,1292,,GLANCASTER RD,,Inventoried,1850,No,,No,,,No
4933,Flamborough,745,,CROOKS HOLLOW RD,,Inventoried,,No,,No,,,No
4934,Ancaster,163,,SULPHUR SPRINGS,,Inventoried,1850,No,,No,,,No
4935,Hamilton,175,,EMERALD ST S,,Inventoried,,No,,No,,,No
4936,Hamilton,9,,POULETTE ST,,Inventoried,1900,No,,No,,,No
4937,Hamilton,15,,PICTON ST W,,Inventoried,,No,,No,,,No
4938,Hamilton,49,,BURLINGTON ST W,,Inventoried,,No,,No,,,No
4939,Hamilton,548,,HUGHSON ST N,,Inventoried,,No,,No,,,No
4940,Flamborough,12,,LOUISA ST,Freelton Fellowship Baptist Church,Inventoried,1952,No,,No,,,No
4941,Hamilton,78,,BURLINGTON ST W,,Inventoried,,No,,No,,,No
4942,Hamilton,564,,HUGHSON ST N,,Inventoried,,No,,No,,,No
4943,Hamilton,92,,WEST AVE S,,Inventoried,,No,,No,,,No
4944,Flamborough,98,,7TH CON RD E,,Inventoried,,No,,No,,,No
4945,Hamilton,972,,KING ST E,,Inventoried,1910,No,,No,,,No
4946,Flamborough,1261,,SAFARI RD,,Inventoried,,No,,No,,,No
4947,Hamilton,158,,HESS ST S,,Registered Non-Designated,1912,No,,No,,,No
4948,Glanbrook,6430,,AIRPORT RD,,Inventoried,,No,,No,,,No
4949,Hamilton,4,,HUGHSON ST S,HSBC Building,Registered Non-Designated,1979,No,,No,,,No
4950,Hamilton,209,,JACKSON ST E,,Registered Non-Designated,1900,No,,No,,,No
4951,Hamilton,109,,HERKIMER ST,,Registered Non-Designated,1895,No,,No,,,No
4952,Hamilton,13,,HERKIMER ST,Herkimer Terrace,Registered Non-Designated,1850,No,,No,,,Yes
4953,Flamborough,1172,,8TH CON RD W,,Inventoried,1900,No,,No,,,No
4954,Hamilton,970,,KING ST E,,Inventoried,1910,No,,No,,,No
4955,Hamilton,296,,KING ST W,,Registered Non-Designated,1890,No,,No,,,No
4956,Flamborough,574,,5TH CON RD W,,Inventoried,,No,,No,,,No
4957,Glanbrook,5330,,WOODBURN RD,,Inventoried,,No,,No,,,No
4958,Hamilton,25,,MAIN ST W,"BDC Building; IBM Building",Inventoried,1971,No,,No,,,No
4959,Hamilton,314,,HESS ST S,,Registered Non-Designated,1870,No,,No,,,No
4960,Hamilton,30,,MURRAY ST W,,Inventoried,,No,,No,,,No
4961,Hamilton,22,,GROVE ST,,Inventoried,,No,,No,,,No
4962,Hamilton,75,,INCHBURY ST,,Inventoried,1880,No,,No,,,No
4963,Ancaster,383,,BOOK RD W,,Inventoried,1850,No,,No,,,No
4964,Hamilton,304,,MAIN ST W,,Inventoried,1895,No,,No,,,No
4965,Dundas,58,60,KING ST W,,Inventoried,,No,,No,,,No
4966,Hamilton,435,,MOHAWK RD W,Anglican Church of the Resurrection,Inventoried,1961,No,,No,,,No
4967,Hamilton,196,,BAY ST N,,Inventoried,,No,,No,,,No
4968,Stoney Creek,390,,MUD ST E,Tapleytown Public School,Inventoried,1842,No,,No,,,No
4969,Hamilton,215,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
4970,Glanbrook,345,,BELL RD,,Inventoried,1896,No,,No,,,No
4971,Hamilton,118,,ABERDEEN AVE,,Registered Non-Designated,1898,No,,No,,,No
4972,Hamilton,228,,JAMES ST N,,Inventoried,,No,,No,,,No
4973,Hamilton,226,,JAMES ST N,,Inventoried,,No,,No,,,No
4974,Hamilton,364,,HUGHSON ST N,,Inventoried,,No,,No,,,No
4975,Ancaster,254,,GARNER RD E,,Inventoried,,No,,No,,,No
4976,Hamilton,298,,KING ST W,,Inventoried,1910,No,,No,,,No
4977,Hamilton,147,,ERIE AVE,,Inventoried,,No,,No,,,No
4978,Hamilton,163,,MAIN ST W,Elmar House,Inventoried,1960,No,,No,,,No
4979,Hamilton,118,,CAROLINE ST N,,Inventoried,,No,,No,,,No
4980,Hamilton,19,31,KING ST E,F. W. Woolworth Company Limited,Registered Non-Designated,1949,No,,No,,,No
4981,Hamilton,358,,JOHN ST N,,Inventoried,,No,,No,,,No
4982,Hamilton,202,,MACNAB ST N,,Inventoried,,No,,No,,,No
4983,Hamilton,12,,INGLEWOOD DR,,Inventoried,1957,No,,No,,,No
4984,Hamilton,54,,KING ST E,Bank of Nova Scotia,Registered Non-Designated,1914,No,,No,,,Yes
4985,Hamilton,274,,DUNDURN ST S,Earl Kitchener School,Inventoried,1914,No,,No,,,No
4986,Hamilton,91,,VICTORIA AVE S,,Inventoried,,No,,No,,,No
4987,Flamborough,41,,HIGHWAY 8,,Inventoried,1950,No,,No,,,No
4988,Hamilton,231,,FERGUSON AVE S,Ferguson Pumping Station,Registered Non-Designated,1912,No,,No,,,Yes
4989,Hamilton,107,,YOUNG ST,,Inventoried,,No,,No,,,No
4990,Hamilton,97,,TISDALE ST S,,Inventoried,,No,,No,,,No
4991,Hamilton,113,,MARY ST,,Registered Non-Designated,1898,No,,No,,,No
4992,Flamborough,954,,SAFARI RD,,Inventoried,,No,,No,,,No
4993,Ancaster,286,,WILSON ST E,,Inventoried,,No,,No,,,No
4994,Hamilton,65,,KING ST E,,Registered Non-Designated,1837,No,,No,,,No
4995,Glanbrook,1461,,FLETCHER RD,,Inventoried,,No,,No,,,No
4996,Glanbrook,6281,,WOODBURN RD,,Inventoried,1912,No,,No,,,No
4997,Flamborough,14,,STATION ST,,Inventoried,1865,No,,No,,,No
4998,Hamilton,200,,BAY ST N,,Inventoried,,No,,No,,,No
4999,Hamilton,172,,WALNUT ST S,,Inventoried,,No,,No,,,No
5000,Stoney Creek,241,,JONES RD,,Inventoried,,No,,No,,,No
5001,Flamborough,1108,,5TH CON RD W,,Inventoried,,No,,No,,,No
5002,Flamborough,437,,CAMPBELLVILLE RD,,Inventoried,1860,No,,No,,,No
5003,Hamilton,75,,BALMORAL AVE N,,Inventoried,,No,,No,,,No
5004,Hamilton,37,,WILSON ST,St. John's Evagelical Lutheran Church,Registered Non-Designated,1865,No,,No,,,Yes
5005,Hamilton,75,,MACNAB ST S,YMCA,Registered Non-Designated,1968,No,,No,,,No
5006,Hamilton,201,,PARK ST N,,Inventoried,,No,,No,,,No
5007,Ancaster,189,,CARLUKE RD E,,Inventoried,1865,No,,No,,,No
5008,Flamborough,104,,INKSETTER RD,The David Inksetter Home,Designated,1854,Yes,84-127-H,No,,,No
5009,Flamborough,911,,MILLGROVE SD RD,Shipman Cummins Home,Inventoried,1855,No,,No,,,No
5010,Flamborough,1010,,SHEFFIELD RD,,Inventoried,,No,,No,,,No
5011,Dundas,200,,OLD GUELPH RD,Sikh Sangat,Inventoried,1998,No,,No,,,No
5012,Flamborough,1458,,HIGHWAY 6,,Inventoried,,No,,No,,,No
5013,Hamilton,101,,WALNUT ST S,,Inventoried,,No,,No,,,No
5014,Flamborough,107,,6TH CON RD E,,Inventoried,1890,No,,No,,,No
5015,Flamborough,252,,MAIN ST N,,Inventoried,1910,No,,No,,,No
5016,Hamilton,125,,MARKET ST,,Registered Non-Designated,1900,No,,No,,,No
5017,Hamilton,207,,REBECCA ST,The Moore & Davis Apartments,Registered Non-Designated,1855,No,,No,,,No
5018,Flamborough,295,,BROCK RD,Kerby House,Inventoried,1834,No,,No,,,No
5019,Hamilton,90,,MARKLAND ST,,Designated,1871,No,94-184,Yes,Durand-Markland,,No
5020,Flamborough,359,,DUNDAS ST E,,Inventoried,1910,No,,No,,,No
5021,Ancaster,4016,,GOVERNORS RD,,Inventoried,1850,No,,No,,,No
5022,Hamilton,51,,BURLINGTON ST W,,Inventoried,,No,,No,,,No
5023,Hamilton,319,,HUNTER ST E,,Inventoried,,No,,No,,,No
5024,Hamilton,129,,MARKET ST,,Registered Non-Designated,1895,No,,No,,,No
5025,Dundas,269,,KING ST W,,Inventoried,1859,No,,No,,,No
5026,Hamilton,1155,,BEACH BLVD,Burlington Canal Lighthouse and Keeper's Dwelling,Designated,,Yes,96-115,No,,,No
5027,Flamborough,1139,,SETTLER'S RD,,Inventoried,1867,No,,No,,,No
5028,Hamilton,210,,CHARLTON AVE E,,Inventoried,,No,,No,,,No
5029,Hamilton,161,,HERKIMER ST,,Registered Non-Designated,1945,No,,No,,,No
5030,Hamilton,7,,ST JAMES PL,,Registered Non-Designated,1931,No,,No,,,No
5031,Hamilton,42,,JONES ST,,Inventoried,1870,No,,No,,,No
5032,Hamilton,40,,RAVENSCLIFFE AVE,,Inventoried,1984,No,,No,,,No
5033,Hamilton,163,,JAMES ST S,,Inventoried,,No,,No,,,No
5034,Glanbrook,6246,,HALDIBROOK RD,,Inventoried,1870,No,,No,,,No
5035,Hamilton,76,,OXFORD ST,,Inventoried,,No,,No,,,No
5036,Flamborough,1213,,HIGHWAY 8,,Inventoried,,No,,No,,,No
5037,Glanbrook,3149,,FERRIS RD,,Inventoried,1856,No,,No,,,No
5038,Hamilton,70,,EAST AVE S,,Inventoried,,No,,No,,,No
5039,Hamilton,269,,BAY ST S,,Registered Non-Designated,1880,No,,No,,,No
5040,Hamilton,891,,KING ST E,,Inventoried,,No,,No,,,No
5041,Ancaster,713,,OLD DUNDAS RD,,Inventoried,1845,No,,No,,,No
5042,Hamilton,81,,STUART ST,Bayview Hotel,Inventoried,,No,,No,,,No
5043,Hamilton,77,,STUART ST,,Inventoried,,No,,No,,,No
5044,Hamilton,219,,QUEEN ST S,,Registered Non-Designated,1928,No,,No,,,No
5045,Hamilton,115,,PARK ST N,Former Linkert Brothers Bakery,Inventoried,1919,No,,No,,,No
5046,Dundas,279,,HATT ST,,Inventoried,,No,,No,,,No
5047,Glanbrook,7220,,AIRPORT RD,,Inventoried,1820,No,,No,,,No
5048,Hamilton,98,,RAY ST S,,Inventoried,1905,No,,No,,,No
5049,Glanbrook,6360,,AIRPORT RD,,Inventoried,,No,,No,,,No
5050,Glanbrook,6360,,AIRPORT RD,,Inventoried,,No,,No,,,No
5051,Hamilton,53,,OXFORD ST,,Inventoried,,No,,No,,,No
5052,Glanbrook,685,,NEBO RD,The Hannon School Section No.6,Inventoried,1875,No,,No,,,No
5053,Glanbrook,685,,NEBO RD,,Inventoried,,No,,No,,,No
5054,Hamilton,160,,CANNON ST W,,Inventoried,,No,,No,,,No
5055,Hamilton,369,,CHARLTON AVE W,,Inventoried,,No,,No,,,No
5056,Hamilton,148,,MARKLAND ST,,Registered Non-Designated,1910,No,,No,,,No
5057,Hamilton,11,,PEEL ST,,Inventoried,1847,No,,No,,,No
5058,Hamilton,184,,FOREST AVE,,Inventoried,,No,,No,,,No
5059,Hamilton,292,,JAMES ST N,,Inventoried,,No,,No,,,No
5060,Hamilton,16,,STEVEN ST,,Inventoried,,No,,No,,,No
5061,Hamilton,101,,CATHARINE ST S,,Inventoried,,No,,No,,,No
5062,Hamilton,103,,CATHARINE ST S,,Inventoried,,No,,No,,,No
5063,Hamilton,341,,JAMES ST N,,Inventoried,,No,,No,,,No
5064,Hamilton,10,,GEORGE ST,"Former E. Van Allen & Company; H. Bernard Stamp & Stencil Co",Registered Non-Designated,,No,,No,,,No
5065,Hamilton,119,,CATHARINE ST N,,Inventoried,1885,No,,No,,,No
5066,Hamilton,47,,OTTAWA ST S,Delta United Church,Inventoried,1929,No,,No,,,No
5067,Hamilton,2,,GRANT AVE,,Inventoried,,No,,No,,,No
5068,Ancaster,3203,,JERSEYVILLE RD W,Jerseyville Baptist Church,Inventoried,1853,No,,No,,,No
5069,Hamilton,158,,QUEEN ST S,,Inventoried,1875,No,,No,,,No
5070,Stoney Creek,1967,,RYMAL RD E,Hannon Free Methodist Cemetry,Inventoried,1850,No,,No,,,No
5071,Hamilton,240,,BAY ST N,,Inventoried,,No,,No,,,No
5072,Hamilton,242,,BAY ST N,,Inventoried,,No,,No,,,No
5073,Hamilton,36,,BLYTHE ST,,Inventoried,,No,,No,,,No
5074,Hamilton,175,,PICTON ST E,,Inventoried,1800,No,,No,,,No
5075,Hamilton,1,,RAVENSCLIFFE AVE,,Registered Non-Designated,1905,No,,No,,,No
5076,Flamborough,92,,6TH CON RD E,,Inventoried,,No,,No,,,No
5077,Glanbrook,5080,,AIRPORT RD,,Inventoried,,No,,No,,,No
5078,Hamilton,134,,AUGUSTA ST,,Inventoried,,No,,No,,,No
5079,Flamborough,791,,OLD HIGHWAY 8,Rockton General Store,Inventoried,1851,No,,No,,,No
5080,Hamilton,378,,HESS ST S,Residence,Registered Non-Designated,1891,No,,No,,,Yes
5081,Hamilton,117,,HUGHSON ST S,,Inventoried,,No,,No,,,No
5082,Flamborough,2440,,4TH CON RD W,,Inventoried,,No,,No,,,No
5083,Glanbrook,1899,1927,HIGHWAY 6,,Inventoried,,No,,No,,,No
5084,Hamilton,195,,OTTAWA ST N,Avon Theatre,Inventoried,1941,No,,No,,,No
5085,Glanbrook,9751,,TWENTY RD,,Inventoried,1850,No,,No,,,No
5086,Hamilton,315,317,KING ST E,,Registered Non-Designated,1908,No,,No,,,No
5087,Ancaster,287,,WILSON ST E,,Inventoried,,No,,No,,,No
5088,Hamilton,138,,HESS ST N,,Inventoried,,No,,No,,,No
5089,Hamilton,232,,LOCKE ST S,,Inventoried,1882,No,,No,,,No
5090,Hamilton,233,,JAMES ST N,,Inventoried,,No,,No,,,No
5091,Hamilton,209,,HUNTER ST E,,Registered Non-Designated,1850,No,,No,,,No
5092,Hamilton,434,,MACNAB ST N,,Inventoried,,No,,No,,,No
5093,Hamilton,141,,RAY ST N,,Inventoried,,No,,No,,,No
5094,Hamilton,189,,CAROLINE ST S,,Registered Non-Designated,1870,No,,No,,,No
5095,Hamilton,199,,BOLD ST,,Registered Non-Designated,1910,No,,No,,,No
5096,Flamborough,24,,GRIFFIN ST,Griffin Stone Cottage,Designated,1849,Yes,80-118-H,No,Mill Street,,No
5097,Hamilton,320,,KING ST E,Commercial Building,Designated,1892,Yes,05-012,No,,,No
5098,Hamilton,21,,JOHN ST N,,Registered Non-Designated,,No,,No,,,No
5099,Dundas,327,,KING ST W,,Inventoried,,No,,No,,,No
5100,Hamilton,22,,DEVONPORT ST,,Inventoried,1876,No,,No,,,No
5101,Hamilton,53,,MAGILL ST,,Inventoried,,No,,No,,,No
5102,Flamborough,72,,MILL ST S,,Designated,1910,No,96-34-H,Yes,Mill Street,,No
5103,Hamilton,276,,KING ST W,Commercial Building,Designated,1906,Yes,05-296,No,,,No
5104,Hamilton,153,,BEACH BLVD,,Inventoried,,No,,No,,,No
5105,Hamilton,73,,FERRIE ST W,,Inventoried,,No,,No,,,No
5106,Hamilton,172,,MACNAB ST N,,Inventoried,,No,,No,,,No
5107,Flamborough,432,,5TH CON RD W,,Inventoried,,No,,No,,,No
5108,Flamborough,46,,MILL ST S,,Designated,1994,No,96-34-H,Yes,Mill Street,,No
5109,Glanbrook,1249,,KIRK RD,,Inventoried,1884,No,,No,,,No
5110,Hamilton,25,,HESS ST N,,Registered Non-Designated,1880,No,,No,,,No
5111,Hamilton,167,,MARKET ST,,Registered Non-Designated,1880,No,,No,,,No
5112,Flamborough,957,,BROCK RD,,Inventoried,1867,No,,No,,,No
5113,Hamilton,159,,ABERDEEN AVE,,Registered Non-Designated,1907,No,,No,,,No
5114,Hamilton,346,,MAIN ST E,,Inventoried,,No,,No,,,No
5115,Ancaster,946,,LYNDEN RD,,Inventoried,1850,No,,No,,,No
5116,Hamilton,360,,JAMES ST N,Hamilton CN Railway Station,Designated,1930,Yes,95-115,No,,OHT,No
5117,Hamilton,36,,BROCK ST,,Inventoried,,No,,No,,,No
5118,Hamilton,39,,WILSON ST,,Registered Non-Designated,1900,No,,No,,,No
5119,Flamborough,11,,FALLSVIEW RD,,Inventoried,1955,No,,No,,,No
5120,Hamilton,211,,RAY ST N,,Inventoried,,No,,No,,,No
5121,Hamilton,243,,JAMES ST N,,Inventoried,,No,,No,,,No
5122,Hamilton,42,,GUISE ST,,Inventoried,,No,,No,,,No
5123,Hamilton,134,,GRANT AVE,,Inventoried,,No,,No,,,No
5124,Stoney Creek,1262,,HIGHWAY 8,,Registered Non-Designated,,No,,No,,,No
5125,Dundas,130,,PARK ST W,,Inventoried,,No,,No,,,No
5126,Glanbrook,6520,,SINCLAIRVILLE RD,,Inventoried,1896,No,,No,,,No
5127,Glanbrook,,,NEBO RD,Hannon School,Inventoried,1875,No,,No,,,No
5128,Dundas,182,,HATT ST,,Inventoried,,No,,No,,,No
5129,Flamborough,254,,6TH CON RD E,Former Flamborough Centre School House,Inventoried,,No,,No,,,No
5130,Hamilton,1,,HUGHSON ST S,Gore Park,Registered Non-Designated,,No,,No,,,Yes
5131,Glanbrook,2090,,HALDIBROOK RD,,Inventoried,1916,No,,No,,,No
5132,Hamilton,43,,ERIE AVE,,Inventoried,,No,,No,,,No
5133,Hamilton,113,,CHARLTON AVE W,,Registered Non-Designated,1875,No,,No,,,No
5134,Dundas,140,,HATT ST,Pre-confederation Brick Residence,Designated,1848,Yes,04-064,No,,,No
5135,Hamilton,191,,JAMES ST N,,Inventoried,1924,No,,No,,,No
5136,Hamilton,343,,JAMES ST N,,Inventoried,,No,,No,,,No
5137,Hamilton,345,,JAMES ST N,,Inventoried,,No,,No,,,No
5138,Flamborough,1132,,BROCK RD,,Inventoried,,No,,No,,,No
5139,Hamilton,171,,BAY ST S,,Registered Non-Designated,1870,No,,No,,,No
5140,Hamilton,75,,EAST AVE S,,Inventoried,,No,,No,,,No
5141,Hamilton,227,,ST CLAIR BLVD,,Designated,,No,92-140,Yes,St. Clair Boulevard,,No
5142,Flamborough,467,,MOUNTSBERG RD,,Inventoried,,No,,No,,,No
5143,Flamborough,1335,,SODOM RD,,Inventoried,,No,,No,,,No
5144,Hamilton,51,,ABERDEEN AVE,,Registered Non-Designated,1920,No,,No,,,No
5145,Hamilton,70,,INCHBURY ST,,Inventoried,1890,No,,No,,,No
