OBJECTID,COMMUNITY,STREET_NO_1,STREET_NO_2,STREET_NAME,NAME,HERITAGE_STATUS,DATE_HERITAGE,PART_IV,BYLAW_NO,PART_V,HCD_NAME,EASEMENT,WORK_PLAN
3695,Hamilton,165,167,KING ST E,The Copp Block,Registered Non-Designated,1881,No,,No,,,Yes
3696,Hamilton,871,,UPPER OTTAWA ST,Emmanuel United Church,Inventoried,1965,No,,No,,,No
3697,Hamilton,163,,DUKE ST,,Registered Non-Designated,1901,No,,No,,,No
3698,Hamilton,24,,LIBERTY ST,,Inventoried,,No,,No,,,No
3699,Hamilton,354,,BAY ST S,,Registered Non-Designated,1920,No,,No,,,No
3700,Hamilton,100,,WEST 5TH ST,"St. Joseph's Healthcare, Mountain Campus",Registered Non-Designated,,No,,No,,,No
3701,Ancaster,11,,WILSON ST W,St. Ann’s Roman Catholic Church,Inventoried,1958,No,,No,,,No
3702,Dundas,37,,HATT ST,,Inventoried,,No,,No,,,No
3703,Flamborough,217,,CARLISLE RD,,Inventoried,,No,,No,,,No
3704,Flamborough,363,,MOXLEY RD,,Inventoried,,No,,No,,,No
3705,Glanbrook,2640,,BINBROOK RD,,Inventoried,1861,No,,No,,,No
3706,Hamilton,14,,GREIG ST,,Inventoried,,No,,No,,,No
3707,Flamborough,1359,,VALENS RD,,Inventoried,,No,,No,,,No
3708,Hamilton,98,,INCHBURY ST,,Inventoried,1890,No,,No,,,No
3709,Flamborough,1048,,HIGHWAY 97,,Inventoried,,No,,No,,,No
3710,Glanbrook,2620,,REGIONAL RD 56,,Inventoried,,No,,No,,,No
3711,Hamilton,583,,MARY ST,,Inventoried,,No,,No,,,No
3712,Ancaster,271,,LIME KILN RD,,Inventoried,1812,No,,No,,,No
3713,Hamilton,163,,NAPIER ST,,Inventoried,,No,,No,,,No
3714,Glanbrook,3073,,BINBROOK RD,,Inventoried,,No,,No,,,No
3715,Flamborough,2092,,FOREMAN RD,,Inventoried,,No,,No,,,No
3716,Hamilton,142,,HUNTER ST W,Former Wesanford Estate,Registered Non-Designated,1942,No,,No,,,No
3717,Hamilton,32,,FAIRLEIGH CRES,,Inventoried,1898,No,,No,,,No
3718,Flamborough,4509,,GOVERNORS RD,,Inventoried,1840,No,,No,,,No
3719,Flamborough,278,,CARLISLE RD,,Inventoried,,No,,No,,,No
3720,Stoney Creek,265,,LEWIS RD,Levi Lewis Homestead,Designated,1843,Yes,3420-91,No,,,No
3721,Hamilton,132,,EAST AVE S,,Inventoried,,No,,No,,,No
3722,Hamilton,107,,QUEEN ST S,,Registered Non-Designated,1873,No,,No,,,No
3723,Hamilton,6,,RAVENSCLIFFE AVE,White House,Registered Non-Designated,1911,No,,No,,,No
3724,Hamilton,648,,BARTON ST E,,Inventoried,,No,,No,,,No
3725,Stoney Creek,7,,KING ST W,Cheyne Presbytarian Church,Inventoried,1960,No,,No,,,No
3726,Hamilton,110,,BOWMAN ST,,Inventoried,1962,No,,No,,,No
3727,Hamilton,1094,1098,KING ST E,,Inventoried,,No,,No,,,No
3728,Hamilton,116,,DALEWOOD CRES,,Inventoried,,No,,No,,,No
3729,Hamilton,103,,JAMES ST N,,Inventoried,,No,,No,,,No
3730,Hamilton,109,,JAMES ST N,,Registered Non-Designated,1890,No,,No,,,No
3731,Flamborough,167,,HWY 5 W,,Inventoried,1860,No,,No,,,No
3732,Flamborough,29,,BERRY HILL AVE,"Finance House; Berry Hill Manor",Inventoried,1936,No,,No,,,No
3733,Hamilton,126,,RAY ST S,,Inventoried,1880,No,,No,,,No
3734,Hamilton,125,,ROBINSON ST,,Registered Non-Designated,1900,No,,No,,,No
3735,Hamilton,988,,CONCESSION ST,Kerr House,Designated,1855,Yes,90-337,No,,,No
3736,Stoney Creek,280,,REGIONAL RD 20,,Inventoried,,No,,No,,,No
3737,Hamilton,446,,BAY ST N,,Inventoried,,No,,No,,,No
3738,Hamilton,172,,BAY ST N,,Inventoried,,No,,No,,,No
3739,Hamilton,233,,QUEEN ST S,,Registered Non-Designated,1920,No,,No,,,No
3740,Hamilton,160,,JAMES ST S,Stone Terrace,Designated,1854,Yes,95-116,No,,,No
3741,Hamilton,172,,RAY ST N,,Inventoried,,No,,No,,,No
3742,Stoney Creek,1185,,GREEN MOUNTAIN RD,,Inventoried,1855,No,,No,,,No
3743,Hamilton,67,,QUEEN ST S,Southwest Crossings,Registered Non-Designated,1902,No,,No,,,No
3744,Hamilton,1011,,BEACH BLVD,,Designated,1920,No,00-135,Yes,Hamilton Beach,,No
3745,Hamilton,166,,JOHN ST S,,Inventoried,,No,,No,,,No
3746,Hamilton,168,,JOHN ST S,,Inventoried,,No,,No,,,No
3747,Dundas,30,,SYDENHAM ST,,Inventoried,,No,,No,,,No
3748,Dundas,40,,KING ST W,,Inventoried,,No,,No,,,No
3749,Hamilton,37,39,KING WILLIAM ST,Central Chambers,Registered Non-Designated,1870,No,,No,,,No
3750,Hamilton,105,,CHEEVER ST,,Inventoried,1900,No,,No,,,No
3751,Ancaster,3142,,JERSEYVILLE RD W,,Inventoried,,No,,No,,,No
3752,Flamborough,250,,4TH CON RD W,,Inventoried,,No,,No,,,No
3753,Hamilton,59,,YOUNG ST,,Inventoried,,No,,No,,,No
3754,Hamilton,271,,KING ST E,Meakins & Sons,Registered Non-Designated,1860,No,,No,,,No
3755,Hamilton,140,,RAY ST N,,Inventoried,,No,,No,,,No
3756,Flamborough,2947,,GOVERNORS RD,,Inventoried,1865,No,,No,,,No
3757,Dundas,337,,PARK ST W,,Inventoried,1867,No,,No,,,No
3758,Flamborough,170,,MAIN ST N,,Inventoried,1880,No,,No,,,No
3759,Hamilton,6,,GROVE ST,,Inventoried,,No,,No,,,No
3760,Hamilton,125,,WELLINGTON ST N,High-rise Apartments,Inventoried,1977,No,,No,,,No
3761,Hamilton,11,,AIKMAN AVE,,Inventoried,1900,No,,No,,,No
3762,Hamilton,11,,AIKMAN AVE,,Inventoried,,No,,No,,,No
3763,Flamborough,1286,,VALENS RD,,Inventoried,,No,,No,,,No
3764,Ancaster,74,,ACADEMY ST,,Inventoried,1825,No,,No,,,No
3765,Hamilton,151,,RAY ST N,,Inventoried,,No,,No,,,No
3766,Stoney Creek,105,,KING ST E,Church of Christ,Inventoried,1957,No,,No,,,No
3767,Hamilton,190,,BAY ST N,,Inventoried,,No,,No,,,No
3768,Glanbrook,1468,,GOLF CLUB RD,,Inventoried,,No,,No,,,No
3769,Hamilton,128,,EAST AVE S,,Inventoried,,No,,No,,,No
3770,Hamilton,71,,REBECCA ST,Former Rebecca Street Bus Terminal,Registered Non-Designated,1955,No,,No,,,No
3771,Hamilton,4,,TURNER AVE,,Registered Non-Designated,1903,No,,No,,,No
3772,Stoney Creek,86,,CASCADE ST,Gursikh Temple of Hamilton-Wentworth,Inventoried,1993,No,,No,,,No
3773,Hamilton,181,,HESS ST S,,Registered Non-Designated,1900,No,,No,,,No
3774,Ancaster,2844,,GOVERNORS RD,,Inventoried,1850,No,,No,,,No
3775,Flamborough,2065,,HIGHWAY 5 W,,Inventoried,,No,,No,,,No
3776,Hamilton,85,,CROOKS ST,,Inventoried,,No,,No,,,No
3777,Hamilton,175,,LOCKE ST N,,Inventoried,1900,No,,No,,,No
3778,Hamilton,240,,MAIN ST E,Effort Trust Company,Registered Non-Designated,1975,No,,No,,,No
3779,Flamborough,954,,WESTOVER RD,,Inventoried,,No,,No,,,No
3780,Flamborough,352,,MOUNTSBERG RD,Mountsberg Methodist Parsonage,Inventoried,1861,No,,No,,,No
3781,Stoney Creek,67,,FIFTY RD,,Inventoried,1825,No,,No,,,No
3782,Flamborough,9,,6TH CON RD E,,Inventoried,1850,No,,No,,,No
3783,Flamborough,420,,HIGHWAY 5 W,Calvin Christian Reformed Church,Inventoried,1958,No,,No,,,No
3784,Stoney Creek,1186,,HIGHWAY 8,,Inventoried,1840,No,,No,,,No
3785,Dundas,54,,PARK ST W,,Inventoried,,No,,No,,,No
3786,Hamilton,157,,CATHARINE ST N,MSA Office,Inventoried,1905,No,,No,,,No
3787,Hamilton,80,82,JAMES ST N,,Registered Non-Designated,1873,No,,No,,,No
3788,Hamilton,178,,BAY ST N,,Inventoried,,No,,No,,,No
3789,Flamborough,2453,,6TH CON RD W,,Inventoried,,No,,No,,,No
3790,Hamilton,41,,SHEAFFE ST,,Inventoried,,No,,No,,,No
3791,Stoney Creek,1065,,HIGHWAY 8,Carpenter House - Coachhouse,Registered Non-Designated,,No,,No,,,Yes
3792,Hamilton,50,,SPRING ST,,Registered Non-Designated,1900,No,,No,,,No
3793,Stoney Creek,413,,MUD ST E,Tapleytown United Church,Inventoried,1879,No,,No,,,No
3794,Hamilton,225,,CAROLINE ST S,,Registered Non-Designated,1880,No,,No,,,No
3795,Hamilton,199,,HUNTER ST W,,Inventoried,2009,No,,No,,,No
3796,Hamilton,72,,MAGILL ST,,Inventoried,,No,,No,,,No
3797,Flamborough,4161,,GOVERNORS RD,,Inventoried,1850,No,,No,,,No
3798,Hamilton,75,,SANFORD AVE S,Holy Veil of Holy Mother Russian Orthodox Church outside of ,Inventoried,1892,No,,No,,,No
3799,Hamilton,147,149,MAIN ST E,Royal Templar Building,Registered Non-Designated,1915,No,,No,,,No
3800,Hamilton,103,,VINE ST,Former Hamilton Dairy Stables,Registered Non-Designated,1915,No,,No,,,No
3801,Hamilton,1056,,BEACH BLVD,,Designated,2005,No,00-135,Yes,Hamilton Beach,,No
3802,Ancaster,510,,CARLUKE RD W,,Inventoried,1895,No,,No,,,No
3803,Ancaster,518,526,CARLUKE RD W,St. Paul’s Presbyterian Church,Inventoried,1898,No,,No,,,No
3804,Hamilton,140,,QUEEN ST N,,Inventoried,,No,,No,,,No
3805,Hamilton,53,,MELBOURNE ST,,Inventoried,1880,No,,No,,,No
3806,Hamilton,1410,1418,MAIN ST E,,Inventoried,1950,No,,No,,,No
3807,Ancaster,1750,,BOOK RD W,Former Trinity United Church,Inventoried,1867,No,,No,,,No
3808,Stoney Creek,521,,GREEN MOUNTAIN RD,,Inventoried,1860,No,,No,,,No
3809,Glanbrook,2990,,HOMESTEAD DR,,Inventoried,1877,No,,No,,,No
3810,Glanbrook,6044,,TWENTY RD,,Inventoried,1814,No,,No,,,No
3811,Hamilton,1211,1215,KING ST E,,Inventoried,,No,,No,,,No
3812,Hamilton,177,,DUKE ST,,Registered Non-Designated,1881,No,,No,,,No
3813,Flamborough,103,,MAIN ST N,,Inventoried,1870,No,,No,,,No
3814,Hamilton,14,,RAVENSCLIFFE AVE,,Registered Non-Designated,1927,No,,No,,,No
3815,Hamilton,138,,CHARLTON AVE W,,Registered Non-Designated,1912,No,,No,,,No
3816,Hamilton,173,,PARK ST N,,Inventoried,,No,,No,,,No
3817,Hamilton,27,,CHATHAM ST,,Inventoried,1880,No,,No,,,No
3818,Hamilton,65,,CHARLTON AVE W,,Registered Non-Designated,1963,No,,No,,,No
3819,Hamilton,499,,HUGHSON ST N,,Inventoried,,No,,No,,,No
3820,Glanbrook,1105,,KIRK RD,,Inventoried,1850,No,,No,,,No
3821,Hamilton,217,,MAIN ST W,Southwest Crossings,Registered Non-Designated,1899,No,,No,,,No
3822,Dundas,781,,GOVERNORS RD,Victoria School,Designated,1916,Yes,3990-92,No,,,No
3823,Flamborough,66,,11TH CON RD E,,Inventoried,,No,,No,,,No
3824,Ancaster,259,,FILMAN RD,,Inventoried,1840,No,,No,,,No
3825,Hamilton,236,238,KING ST W,,Registered Non-Designated,1875,No,,No,,,No
3826,Hamilton,99,,WELLINGTON ST S,,Inventoried,,No,,No,,,No
3827,Hamilton,913,,BEACH BLVD,The Moorings,Designated,1891,Yes,85-235,No,,,No
3828,Flamborough,,,SAGER RD,,Inventoried,,No,,No,,,No
3829,Hamilton,25,,RAILWAY ST,,Inventoried,,No,,No,,,No
3830,Flamborough,1833,,BROCK RD,,Inventoried,,No,,No,,,No
3831,Hamilton,130,,HERKIMER ST,,Registered Non-Designated,1880,No,,No,,,No
3832,Hamilton,259,,MACNAB ST N,,Inventoried,,No,,No,,,No
3833,Glanbrook,9639,,CHIPPEWA RD W,Chippewa Creek Golf,Inventoried,,No,,No,,,No
3834,Ancaster,606,,MARTIN RD,,Inventoried,1850,No,,No,,,No
3835,Hamilton,220,,HESS ST S,,Registered Non-Designated,1899,No,,No,,,No
3836,Hamilton,389,,JACKSON ST W,,Inventoried,1890,No,,No,,,No
3837,Glanbrook,1401,,HIGHWAY 56,,Inventoried,,No,,No,,,No
3838,Stoney Creek,696,,BARTON ST,,Inventoried,,No,,No,,,No
3839,Stoney Creek,25,,LAKE AVENUE DR,,Inventoried,1900,No,,No,,,No
3840,Flamborough,653,,SAFARI RD,,Inventoried,,No,,No,,,No
3841,Hamilton,97,,NAPIER ST,,Registered Non-Designated,1880,No,,No,,,No
3842,Hamilton,19,,ERIE AVE,,Inventoried,,No,,No,,,No
3843,Hamilton,114,,ABERDEEN AVE,,Registered Non-Designated,1900,No,,No,,,No
3844,Dundas,60,,MELVILLE ST,Robert Garry’s Cottage,Designated,1883,Yes,3458-84,No,,,No
3845,Hamilton,114,,INCHBURY ST,,Inventoried,1880,No,,No,,,No
3846,Hamilton,226,,REBECCA ST,Apartment Building,Inventoried,1970,No,,No,,,No
3847,Flamborough,1920,,4TH CON RD W,,Inventoried,,No,,No,,,No
3848,Glanbrook,8035,,LEEMING RD,,Inventoried,,No,,No,,,No
3849,Dundas,104,,KING ST W,Dundas Post Office,Registered Non-Designated,1910,No,,No,,,Yes
3850,Flamborough,358,,5TH CON RD W,Old General Store,Inventoried,1870,No,,No,,,No
3851,Hamilton,156,,HESS ST S,,Registered Non-Designated,1912,No,,No,,,No
3852,Flamborough,493,,DUNDAS ST E,The Pearson Home / Avonsyde Dairy,Designated,1857,Yes,86-121-H,No,,,No
3853,Hamilton,57,,CATHCART ST,,Registered Non-Designated,1890,No,,No,,,No
3854,Hamilton,78,,AUGUSTA ST,,Inventoried,,No,,No,,,No
3855,Hamilton,90,,ONTARIO AVE,,Inventoried,,No,,No,,,No
3856,Hamilton,143,149,JAMES ST N,,Registered Non-Designated,1883,No,,No,,,No
3857,Hamilton,42,,BROCK ST,,Inventoried,,No,,No,,,No
3858,Flamborough,522,,5TH CON RD W,,Inventoried,,No,,No,,,No
3859,Hamilton,77,,CLAREMONT DR,,Inventoried,1870,No,,No,,,No
3860,Hamilton,268,,HUNTER ST W,,Inventoried,1880,No,,No,,,No
3861,Hamilton,183,,EMERALD ST S,,Inventoried,,No,,No,,,No
3862,Hamilton,264,,MOUNTAIN PARK AVE,Sacred Heart Roman Catholic Church,Inventoried,1952,No,,No,,,No
3863,Hamilton,101,,CANNON ST E,,Inventoried,1887,No,,No,,,No
3864,Hamilton,3,,MCNEIL ST,,Inventoried,,No,,No,,,No
3865,Hamilton,131,,EAST AVE S,,Inventoried,,No,,No,,,No
3866,Hamilton,11,,INGLEWOOD DR,,Registered Non-Designated,1914,No,,No,,,No
3867,Hamilton,50,,MAIN ST W,Hamilton Place,Registered Non-Designated,1973,No,,No,,,No
3868,Hamilton,174,,MARKET ST,,Registered Non-Designated,1870,No,,No,,,No
3869,Hamilton,394,,BAY ST N,,Inventoried,,No,,No,,,No
3870,Glanbrook,7346,,AIRPORT RD,,Inventoried,,No,,No,,,No
3871,Flamborough,917,,8TH CON RD W,,Inventoried,1880,No,,No,,,No
3872,Hamilton,59,,CHATHAM ST,,Inventoried,1880,No,,No,,,No
3873,Hamilton,260,,MACNAB ST N,MacNab Terrace,Designated,1879,Yes,89-298,No,,,No
3874,Hamilton,32,,SPRING ST,,Registered Non-Designated,1882,No,,No,,,No
3875,Flamborough,522,,WOODHILL RD,,Inventoried,,No,,No,,,No
3876,Flamborough,1873,,CENTRE RD,,Inventoried,1860,No,,No,,,No
3877,Hamilton,172,,JOHN ST S,,Inventoried,,No,,No,,,No
3878,Hamilton,198,,BEACH BLVD,,Inventoried,,No,,No,,,No
3879,Flamborough,106,,LYNDEN RD,,Inventoried,1861,No,,No,,,No
3880,Hamilton,174,,MACNAB ST N,,Inventoried,,No,,No,,,No
3881,Hamilton,231,,MACNAB ST N,,Inventoried,,No,,No,,,No
3882,Hamilton,94,,MELBOURNE ST,,Inventoried,1880,No,,No,,,No
3883,Hamilton,223,,STINSON ST,,Inventoried,,No,,No,,,No
3884,Flamborough,428,,ORKNEY RD,Former James Home,Designated,1860,Yes,86-88-H,No,,,No
3885,Hamilton,83,,MELBOURNE ST,,Inventoried,1879,No,,No,,,No
3886,Stoney Creek,1367,,HIGHWAY 8,,Inventoried,1870,No,,No,,,No
3887,Hamilton,138,,YOUNG ST,,Inventoried,,No,,No,,,No
3888,Hamilton,175,,WILSON ST,,Registered Non-Designated,1874,No,,No,,,No
3889,Hamilton,190,,CATHARINE ST S,,Inventoried,,No,,No,,,No
3890,Flamborough,1804,,GORE RD,,Inventoried,1861,No,,No,,,No
3891,Ancaster,34,,LLOYMINN AVE,,Inventoried,1850,No,,No,,,No
3892,Stoney Creek,237,,MUD ST E,,Inventoried,1837,No,,No,,,No
3893,Hamilton,132,,MARKLAND ST,,Registered Non-Designated,1875,No,,No,,,No
3894,Hamilton,213,,KING ST W,,Inventoried,1940,No,,No,,,No
3895,Hamilton,200,,JAMES ST S,,Inventoried,,No,,No,,,No
3896,Dundas,323,,HATT ST,New Apostolic Church,Inventoried,1955,No,,No,,,No
3897,Stoney Creek,1282,,MUD ST E,,Inventoried,1850,No,,No,,,No
3898,Glanbrook,2865,,UPPER JAMES ST,St. Paul's Glanford Anglican Cemetery,Inventoried,,No,,No,,,No
3899,Glanbrook,2138,,BINBROOK RD,St. Joseph's Roman Catholic Cemetery,Inventoried,,No,,No,,,No
3900,Glanbrook,5335,,WHITE CHURCH RD,,Inventoried,1890,No,,No,,,No
3901,Hamilton,394,,HESS ST S,,Inventoried,1949,No,,No,,,No
3902,Hamilton,164,,MARKLAND ST,,Registered Non-Designated,1885,No,,No,,,No
3903,Hamilton,91,,VINE ST,Salvation Army Centre,Inventoried,1950,No,,No,,,No
3904,Hamilton,94,,YORK BLVD,Salvation Army Hamilton Booth Centre,Registered Non-Designated,1950,No,,No,,,No
3905,Hamilton,83,,BEACH BLVD,,Inventoried,,No,,No,,,No
3906,Flamborough,561,,5TH CON RD W,,Inventoried,,No,,No,,,No
3907,Flamborough,202,,8TH CON RD E,,Inventoried,1870,No,,No,,,No
3908,Hamilton,115,,MARY ST,,Registered Non-Designated,1898,No,,No,,,No
3909,Hamilton,41,,ERIE AVE,,Inventoried,,No,,No,,,No
3910,Dundas,97,,KING ST W,,Inventoried,1867,No,,No,,,No
3911,Dundas,99,101,KING ST W,,Inventoried,,No,,No,,,No
3912,Dundas,93,,KING ST W,Former Central Hotel,Inventoried,1890,No,,No,,,No
3913,Flamborough,565,,MOXLEY RD,,Registered Non-Designated,,No,,No,,,No
3914,Hamilton,283,287,KING ST E,Hamilton Bowling & Athletic Club,Registered Non-Designated,1908,No,,No,,,No
3915,Hamilton,21,,KING ST W,Commerce Place,Registered Non-Designated,1987,No,,No,,,No
3916,Hamilton,166,,MARKET ST,,Registered Non-Designated,1902,No,,No,,,No
3917,Hamilton,178,,MACNAB ST N,,Inventoried,,No,,No,,,No
3918,Hamilton,100,,CHEEVER ST,,Inventoried,,No,,No,,,No
3919,Hamilton,168,,QUEEN ST N,,Inventoried,,No,,No,,,No
3920,Hamilton,100,,CHARLTON AVE W,,Registered Non-Designated,1920,No,,No,,,No
3921,Hamilton,54,,OXFORD ST,,Inventoried,,No,,No,,,No
3922,Flamborough,66,,HIGHWAY 8,,Inventoried,1912,No,,No,,,No
3923,Hamilton,332,,BAY ST S,,Registered Non-Designated,1870,No,,No,,,No
3924,Hamilton,132,,JACKSON ST E,,Registered Non-Designated,1900,No,,No,,,No
3925,Dundas,9,,MERCER ST,Valleyfield,Inventoried,,No,,No,,,No
3926,Flamborough,1975,,4TH CON RD W,,Inventoried,,No,,No,,,No
3927,Flamborough,1033,,6TH CON RD W,,Inventoried,,No,,No,,,No
3928,Hamilton,77,,OXFORD ST,,Inventoried,,No,,No,,,No
3929,Flamborough,811,,CENTRE RD,,Inventoried,,No,,No,,,No
3930,Hamilton,250,,MAIN ST E,Cummings Homestead,Registered Non-Designated,1922,No,,No,,,No
3931,Hamilton,1217,,KING ST E,,Inventoried,,No,,No,,,No
3932,Flamborough,1527,,HIGHWAY 97,,Inventoried,,No,,No,,,No
3933,Flamborough,1032,,HIGHWAY 6,,Inventoried,1917,No,,No,,,No
3934,Hamilton,199,,HESS ST S,,Registered Non-Designated,1902,No,,No,,,No
3935,Hamilton,39,,KING WILLIAM ST,,Inventoried,,No,,No,,,No
3936,Hamilton,286,,VICTORIA AVE N,Babies' Dispensary Guild,Designated,1924,No,,No,,Mun,No
3937,Flamborough,1795,,MIDDLETOWN RD,,Inventoried,,No,,No,,,No
3938,Hamilton,298,,EAST AVE N,,Inventoried,,No,,No,,,No
3939,Hamilton,193,,MARKLAND ST,,Registered Non-Designated,1880,No,,No,,,No
3940,Hamilton,176,,QUEEN ST N,,Inventoried,,No,,No,,,No
3941,Hamilton,139,,STINSON ST,,Inventoried,,No,,No,,,No
3942,Flamborough,2202,,4TH CON RD W,,Inventoried,,No,,No,,,No
3943,Glanbrook,8183,,LEEMING RD,,Inventoried,,No,,No,,,No
3944,Dundas,1,,MAIN ST,,Inventoried,,No,,No,,,No
3945,Hamilton,1099,,KING ST E,Jimmy Thompson Memorial Pool,Registered Non-Designated,1930,No,,No,,,Yes
3946,Hamilton,151,153,JAMES ST N,,Registered Non-Designated,1876,No,,No,,,No
3947,Glanbrook,2340,,HIGHWAY 6,,Inventoried,1950,No,,No,,,No
3948,Hamilton,81,,COLBOURNE ST,,Inventoried,,No,,No,,,No
3949,Dundas,24,,MELVILLE ST,,Designated,1932,No,3899-90,Yes,Cross-Melville,,No
3950,Flamborough,2437,,5TH CON RD W,,Inventoried,,No,,No,,,No
3951,Hamilton,36,,HUNTER ST E,Hamilton GO Centre (former TH&B Railway Station),Designated,1933,Yes,94-125,No,,,No
3952,Dundas,252,,KING ST W,,Inventoried,1857,No,,No,,,No
3953,Hamilton,59,,STRATHCONA AVE S,,Inventoried,1900,No,,No,,,No
3954,Hamilton,12,,FREEMAN PL,,Inventoried,,No,,No,,,No
3955,Flamborough,1680,,4TH CON RD W,,Inventoried,,No,,No,,,No
3956,Hamilton,54,,VINE ST,,Inventoried,1890,No,,No,,,No
3957,Ancaster,1376,,SHAVER RD,,Inventoried,1850,No,,No,,,No
3958,Glanbrook,7349,,AIRPORT RD,,Inventoried,1900,No,,No,,,No
3959,Hamilton,215,,CAROLINE ST S,,Registered Non-Designated,1900,No,,No,,,No
3960,Hamilton,126,,ABERDEEN AVE,,Registered Non-Designated,1910,No,,No,,,No
3961,Dundas,78,,MARKET ST N,,Inventoried,,No,,No,,,No
3962,Hamilton,392,,HESS ST S,,Inventoried,1949,No,,No,,,No
3963,Hamilton,9,,TURNER AVE,,Registered Non-Designated,1910,No,,No,,,No
3964,Hamilton,53,,LEEMING ST,,Inventoried,1855,No,,No,,,No
3965,Hamilton,99,,CHEEVER ST,,Inventoried,1900,No,,No,,,No
3966,Glanbrook,6475,,SINCLAIRVILLE RD,,Inventoried,1851,No,,No,,,No
3967,Hamilton,95,,DUKE ST,,Registered Non-Designated,1915,No,,No,,,No
3968,Dundas,85,,KING ST E,,Inventoried,1867,No,,No,,,No
3969,Ancaster,42,,PARSONAGE RD,,Inventoried,1850,No,,No,,,No
3970,Flamborough,200,,FREELTON RD,,Inventoried,,No,,No,,,No
3971,Flamborough,,,RR2,,Inventoried,1867,No,,No,,,No
3972,Hamilton,126,,MARKET ST,,Registered Non-Designated,1883,No,,No,,,No
3973,Hamilton,85,,WILSON ST,,Inventoried,1880,No,,No,,,No
3974,Hamilton,14,,BLYTHE ST,,Inventoried,,No,,No,,,No
3975,Hamilton,749,,MOUNT ALBION RD,,Inventoried,,No,,No,,,No
3976,Hamilton,60,,OXFORD ST,,Inventoried,,No,,No,,,No
3977,Hamilton,119,,CHARLTON AVE W,,Registered Non-Designated,1910,No,,No,,,No
3978,Flamborough,1765,,4TH CON RD W,,Inventoried,1867,No,,No,,,No
3979,Flamborough,,,MOUNTSBERG RD,,Inventoried,1860,No,,No,,,No
3980,Hamilton,893,,BEACH BLVD,,Designated,1930,No,00-135,Yes,Hamilton Beach,,No
3981,Hamilton,160,,HERKIMER ST,,Registered Non-Designated,1875,No,,No,,,No
3982,Flamborough,392,,7TH CON RD E,,Inventoried,,No,,No,,,No
3983,Hamilton,39,,MARY ST,Dundurn Place Care Centre,Inventoried,1985,No,,No,,,No
3984,Flamborough,1658,,VALENS RD,,Inventoried,,No,,No,,,No
3985,Hamilton,155,,OTTAWA ST N,Laidlaw United Church,Inventoried,1912,No,,No,,,No
3986,Hamilton,218,,MACNAB ST N,,Inventoried,,No,,No,,,No
3987,Hamilton,413,,BAY ST N,,Inventoried,,No,,No,,,No
3988,Hamilton,231,,BAY ST N,,Inventoried,,No,,No,,,No
3989,Hamilton,225,,BAY ST N,,Inventoried,,No,,No,,,No
3990,Dundas,260,,KING ST W,,Inventoried,,No,,No,,,No
3991,Hamilton,342,,JAMES ST N,,Inventoried,,No,,No,,,No
3992,Glanbrook,2869,,HIGHWAY 6,St. Paul's Anglican Church,Inventoried,1851,No,,No,,,No
3993,Hamilton,96,,WILSON ST,Hamilton Downtown Mosque,Registered Non-Designated,,No,,No,,,No
3994,Hamilton,1384,,MAIN ST E,,Inventoried,1950,No,,No,,,No
3995,Hamilton,347,,QUEEN ST S,Residence,Registered Non-Designated,1900,No,,No,,,Yes
3996,Hamilton,106,,WELLINGTON ST S,,Inventoried,,No,,No,,,No
3997,Hamilton,223,,PARK ST S,,Inventoried,2007,No,,No,,,No
3998,Hamilton,66,,CHATHAM ST,,Inventoried,1876,No,,No,,,No
3999,Dundas,119,,MELVILLE ST,,Inventoried,,No,,No,,,No
4000,Hamilton,195,,QUEEN ST N,,Inventoried,,No,,No,,,No
1001,Dundas,31,,VICTORIA ST,,Designated,1880,No,3899-90,Yes,Cross-Melville,,No
1002,Ancaster,644,,MILL ST,,Inventoried,1850,No,,No,,,No
1003,Hamilton,460,,WENTWORTH ST N,Robert Land School / Sanford,Inventoried,1915,No,,No,,,No
1004,Hamilton,96,,HERKIMER ST,,Registered Non-Designated,1890,No,,No,,,No
1005,Hamilton,104,,GEORGE ST,,Registered Non-Designated,1890,No,,No,,,No
1006,Flamborough,103,,HILLCREST AVE,,Inventoried,1957,No,,No,,,No
1007,Hamilton,132,,BURLINGTON ST E,,Inventoried,,No,,No,,,No
1008,Glanbrook,6299,,DICKENSON RD E,,Inventoried,,No,,No,,,No
1009,Flamborough,,,ORKNEY RD,,Inventoried,,No,,No,,,No
1010,Glanbrook,,,BINBROOK RD,Knox Presbyterian Cemetery,Inventoried,1846,No,,No,,,No
1011,Hamilton,26,,MARKLAND ST,,Designated,1924,No,94-184,Yes,Durand-Markland,,No
1012,Hamilton,85,,CATHARINE ST N,,Registered Non-Designated,1890,No,,No,,,No
1013,Hamilton,2,,GLENDALE AVE N,,Inventoried,1950,No,,No,,,No
1014,Hamilton,15,,CHARLTON AVE W,,Registered Non-Designated,1911,No,,No,,,No
1015,Stoney Creek,10,,LAKE AVENUE DR,,Inventoried,1900,No,,No,,,No
1016,Flamborough,1339,,OLD HIGHWAY 8,,Inventoried,,No,,No,,,No
1017,Hamilton,264,,MACNAB ST N,,Inventoried,,No,,No,,,No
1018,Hamilton,36,,WARD AVE,,Inventoried,1913,No,,No,,,No
1019,Flamborough,1433,,HIGHWAY 6,,Inventoried,,No,,No,,,No
1020,Hamilton,280,,HESS ST S,,Registered Non-Designated,1905,No,,No,,,No
